_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
32648,2016/17,S08000025,,Elective,,45-64 years,,Male,,Heart Failure,0,,0,,0
32649,2016/17,S08000025,,Elective,,45-64 years,,Female,,Angina,0,,0,,0
32650,2016/17,S08000025,,Elective,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,92.08830385
32651,2016/17,S08000025,,Elective,,45-64 years,,Female,,Heart Attack,0,,0,,0
32652,2016/17,S08000025,,Elective,,45-64 years,,Female,,Heart Failure,0,,0,,0
32653,2016/17,S08000025,,Elective,,65-74 years,,All,d,Angina,,c,,c,77.93624815
32654,2016/17,S08000025,,Elective,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,601.7972842
32655,2016/17,S08000025,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
32656,2016/17,S08000025,,Elective,,65-74 years,,All,d,Heart Failure,0,,0,,0
32657,2016/17,S08000025,,Elective,,65-74 years,,Male,,Angina,,c,,c,155.8724963
32658,2016/17,S08000025,,Elective,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,993.3531514
32659,2016/17,S08000025,,Elective,,65-74 years,,Male,,Heart Attack,0,,0,,0
32660,2016/17,S08000025,,Elective,,65-74 years,,Male,,Heart Failure,0,,0,,0
32661,2016/17,S08000025,,Elective,,65-74 years,,Female,,Angina,0,,0,,0
32662,2016/17,S08000025,,Elective,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,210.2414169
32663,2016/17,S08000025,,Elective,,65-74 years,,Female,,Heart Attack,0,,0,,0
32664,2016/17,S08000025,,Elective,,65-74 years,,Female,,Heart Failure,0,,0,,0
32665,2016/17,S08000025,,Elective,,under75 years,d,All,d,Angina,,c,,c,15.1761711
32666,2016/17,S08000025,,Elective,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,132.0001012
32667,2016/17,S08000025,,Elective,,under75 years,d,All,d,Heart Attack,,c,,c,4.303790205
32668,2016/17,S08000025,,Elective,,under75 years,d,All,d,Heart Failure,0,,0,,0
32669,2016/17,S08000025,,Elective,,under75 years,d,Male,,Angina,,c,,c,30.3523422
32670,2016/17,S08000025,,Elective,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,212.9246537
32671,2016/17,S08000025,,Elective,,under75 years,d,Male,,Heart Attack,,c,,c,8.607580409
32672,2016/17,S08000025,,Elective,,under75 years,d,Male,,Heart Failure,0,,0,,0
32673,2016/17,S08000025,,Elective,,under75 years,d,Female,,Angina,0,,0,,0
32674,2016/17,S08000025,,Elective,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,51.07554868
32675,2016/17,S08000025,,Elective,,under75 years,d,Female,,Heart Attack,0,,0,,0
32676,2016/17,S08000025,,Elective,,under75 years,d,Female,,Heart Failure,0,,0,,0
32677,2016/17,S08000025,,Elective,,75plus years,,All,d,Angina,0,,0,,0
32678,2016/17,S08000025,,Elective,,75plus years,,All,d,Coronary Heart Disease,,c,,c,290.3567104
32679,2016/17,S08000025,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
32680,2016/17,S08000025,,Elective,,75plus years,,All,d,Heart Failure,0,,0,,0
32681,2016/17,S08000025,,Elective,,75plus years,,Male,,Angina,0,,0,,0
32682,2016/17,S08000025,,Elective,,75plus years,,Male,,Coronary Heart Disease,,c,,c,402.2216761
32683,2016/17,S08000025,,Elective,,75plus years,,Male,,Heart Attack,0,,0,,0
32684,2016/17,S08000025,,Elective,,75plus years,,Male,,Heart Failure,0,,0,,0
32685,2016/17,S08000025,,Elective,,75plus years,,Female,,Angina,0,,0,,0
32686,2016/17,S08000025,,Elective,,75plus years,,Female,,Coronary Heart Disease,,c,,c,178.4917448
32687,2016/17,S08000025,,Elective,,75plus years,,Female,,Heart Attack,0,,0,,0
32688,2016/17,S08000025,,Elective,,75plus years,,Female,,Heart Failure,0,,0,,0
32689,2016/17,S08000025,,Emergency,,All,d,All,d,Angina,13,,59.49656751,,49.26394624
32690,2016/17,S08000025,,Emergency,,All,d,All,d,Coronary Heart Disease,80,,366.1327231,,313.4059991
32691,2016/17,S08000025,,Emergency,,All,d,All,d,Heart Attack,54,,247.1395881,,210.5226595
32692,2016/17,S08000025,,Emergency,,All,d,All,d,Heart Failure,35,,160.1830664,,146.0261225
32693,2016/17,S08000025,,Emergency,,All,d,Male,,Angina,9,,82.72058824,,68.1710699
32694,2016/17,S08000025,,Emergency,,All,d,Male,,Coronary Heart Disease,58,,533.0882353,,463.4449636
32695,2016/17,S08000025,,Emergency,,All,d,Male,,Heart Attack,40,,367.6470588,,318.0090127
32696,2016/17,S08000025,,Emergency,,All,d,Male,,Heart Failure,17,,156.25,,154.5384062
32697,2016/17,S08000025,,Emergency,,All,d,Female,,Angina,4,,36.46308113,,30.35682258
32698,2016/17,S08000025,,Emergency,,All,d,Female,,Coronary Heart Disease,22,,200.5469462,,163.3670346
32699,2016/17,S08000025,,Emergency,,All,d,Female,,Heart Attack,14,,127.620784,,103.0363062
32700,2016/17,S08000025,,Emergency,,All,d,Female,,Heart Failure,18,,164.0838651,,137.5138387
32701,2016/17,S08000025,,Emergency,,0-44 years,,All,d,Angina,0,,0,,0
32702,2016/17,S08000025,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,12.0923162
32703,2016/17,S08000025,,Emergency,,0-44 years,,All,d,Heart Attack,0,,0,,0
32704,2016/17,S08000025,,Emergency,,0-44 years,,All,d,Heart Failure,,c,,c,22.0834122
32705,2016/17,S08000025,,Emergency,,0-44 years,,Male,,Angina,0,,0,,0
32706,2016/17,S08000025,,Emergency,,0-44 years,,Male,,Coronary Heart Disease,,c,,c,24.18463239
32707,2016/17,S08000025,,Emergency,,0-44 years,,Male,,Heart Attack,0,,0,,0
32708,2016/17,S08000025,,Emergency,,0-44 years,,Male,,Heart Failure,0,,0,,0
32709,2016/17,S08000025,,Emergency,,0-44 years,,Female,,Angina,0,,0,,0
32710,2016/17,S08000025,,Emergency,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
32711,2016/17,S08000025,,Emergency,,0-44 years,,Female,,Heart Attack,0,,0,,0
32712,2016/17,S08000025,,Emergency,,0-44 years,,Female,,Heart Failure,,c,,c,44.16682441
32713,2016/17,S08000025,,Emergency,,45-64 years,,All,d,Angina,,c,,c,30.18867925
32714,2016/17,S08000025,,Emergency,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,344.4256817
32715,2016/17,S08000025,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,268.532222
32716,2016/17,S08000025,,Emergency,,45-64 years,,All,d,Heart Failure,,c,,c,14.00017231
32717,2016/17,S08000025,,Emergency,,45-64 years,,Male,,Angina,0,,0,,0
32718,2016/17,S08000025,,Emergency,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,628.474005
32719,2016/17,S08000025,,Emergency,,45-64 years,,Male,,Heart Attack,,c,,c,537.0644441
32720,2016/17,S08000025,,Emergency,,45-64 years,,Male,,Heart Failure,,c,,c,28.00034462
32721,2016/17,S08000025,,Emergency,,45-64 years,,Female,,Angina,,c,,c,60.37735849
32722,2016/17,S08000025,,Emergency,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,60.37735849
32723,2016/17,S08000025,,Emergency,,45-64 years,,Female,,Heart Attack,0,,0,,0
32724,2016/17,S08000025,,Emergency,,45-64 years,,Female,,Heart Failure,0,,0,,0
32725,2016/17,S08000025,,Emergency,,65-74 years,,All,d,Angina,,c,,c,278.7997925
32726,2016/17,S08000025,,Emergency,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1080.261431
32727,2016/17,S08000025,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,699.813791
32728,2016/17,S08000025,,Emergency,,65-74 years,,All,d,Heart Failure,,c,,c,147.3069209
32729,2016/17,S08000025,,Emergency,,65-74 years,,Male,,Angina,,c,,c,486.0995135
32730,2016/17,S08000025,,Emergency,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1458.29854
32731,2016/17,S08000025,,Emergency,,65-74 years,,Male,,Heart Attack,,c,,c,836.1446051
32732,2016/17,S08000025,,Emergency,,65-74 years,,Male,,Heart Failure,,c,,c,155.8724963
32733,2016/17,S08000025,,Emergency,,65-74 years,,Female,,Angina,,c,,c,71.5000715
32734,2016/17,S08000025,,Emergency,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,702.2243222
32735,2016/17,S08000025,,Emergency,,65-74 years,,Female,,Heart Attack,,c,,c,563.4829768
32736,2016/17,S08000025,,Emergency,,65-74 years,,Female,,Heart Failure,,c,,c,138.7413454
32737,2016/17,S08000025,,Emergency,,under75 years,d,All,d,Angina,,c,,c,40.96041562
32738,2016/17,S08000025,,Emergency,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,232.1209964
32739,2016/17,S08000025,,Emergency,,under75 years,d,All,d,Heart Attack,,c,,c,158.9466889
32740,2016/17,S08000025,,Emergency,,under75 years,d,All,d,Heart Failure,,c,,c,34.17836807
32741,2016/17,S08000025,,Emergency,,under75 years,d,Male,,Angina,,c,,c,56.0884054
32742,2016/17,S08000025,,Emergency,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,365.6336918
32743,2016/17,S08000025,,Emergency,,under75 years,d,Male,,Heart Attack,,c,,c,252.8761112
32744,2016/17,S08000025,,Emergency,,under75 years,d,Male,,Heart Failure,,c,,c,26.13923454
32745,2016/17,S08000025,,Emergency,,under75 years,d,Female,,Angina,,c,,c,25.83242583
32746,2016/17,S08000025,,Emergency,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,98.60830092
32747,2016/17,S08000025,,Emergency,,under75 years,d,Female,,Heart Attack,,c,,c,65.01726656
32748,2016/17,S08000025,,Emergency,,under75 years,d,Female,,Heart Failure,,c,,c,42.21750159
32749,2016/17,S08000025,,Emergency,,75plus years,,All,d,Angina,,c,,c,133.221867
32750,2016/17,S08000025,,Emergency,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1135.287693
32751,2016/17,S08000025,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,732.0130285
32752,2016/17,S08000025,,Emergency,,75plus years,,All,d,Heart Failure,,c,,c,1276.931195
32753,2016/17,S08000025,,Emergency,,75plus years,,Male,,Angina,,c,,c,190.3402332
32754,2016/17,S08000025,,Emergency,,75plus years,,Male,,Coronary Heart Disease,,c,,c,1452.4256
32755,2016/17,S08000025,,Emergency,,75plus years,,Male,,Heart Attack,,c,,c,976.575017
32756,2016/17,S08000025,,Emergency,,75plus years,,Male,,Heart Failure,,c,,c,1452.796697
32757,2016/17,S08000025,,Emergency,,75plus years,,Female,,Angina,,c,,c,76.10350076
32758,2016/17,S08000025,,Emergency,,75plus years,,Female,,Coronary Heart Disease,,c,,c,818.1497862
32759,2016/17,S08000025,,Emergency,,75plus years,,Female,,Heart Attack,,c,,c,487.45104
32760,2016/17,S08000025,,Emergency,,75plus years,,Female,,Heart Failure,,c,,c,1101.065692
32761,2016/17,S08000025,,Transfer,,All,d,All,d,Angina,8,,36.61327231,,31.88377753
32762,2016/17,S08000025,,Transfer,,All,d,All,d,Coronary Heart Disease,53,,242.5629291,,208.5021174
32763,2016/17,S08000025,,Transfer,,All,d,All,d,Heart Attack,33,,151.0297483,,128.5286535
32764,2016/17,S08000025,,Transfer,,All,d,All,d,Heart Failure,20,,91.53318078,,87.54124026
32765,2016/17,S08000025,,Transfer,,All,d,Male,,Angina,8,,73.52941176,,63.76755506
32766,2016/17,S08000025,,Transfer,,All,d,Male,,Coronary Heart Disease,38,,349.2647059,,305.4402745
32767,2016/17,S08000025,,Transfer,,All,d,Male,,Heart Attack,20,,183.8235294,,159.8501692
32768,2016/17,S08000025,,Transfer,,All,d,Male,,Heart Failure,10,,91.91176471,,99.49091444
32769,2016/17,S08000025,,Transfer,,All,d,Female,,Angina,0,,0,,0
32770,2016/17,S08000025,,Transfer,,All,d,Female,,Coronary Heart Disease,15,,136.7365542,,111.5639603
32771,2016/17,S08000025,,Transfer,,All,d,Female,,Heart Attack,13,,118.5050137,,97.20713776
32772,2016/17,S08000025,,Transfer,,All,d,Female,,Heart Failure,10,,91.15770283,,75.59156607
32773,2016/17,S08000025,,Transfer,,0-44 years,,All,d,Angina,0,,0,,0
32774,2016/17,S08000025,,Transfer,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
32775,2016/17,S08000025,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
32776,2016/17,S08000025,,Transfer,,0-44 years,,All,d,Heart Failure,,c,,c,11.0417061
32777,2016/17,S08000025,,Transfer,,0-44 years,,Male,,Angina,0,,0,,0
32778,2016/17,S08000025,,Transfer,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
32779,2016/17,S08000025,,Transfer,,0-44 years,,Male,,Heart Attack,0,,0,,0
32780,2016/17,S08000025,,Transfer,,0-44 years,,Male,,Heart Failure,0,,0,,0
32781,2016/17,S08000025,,Transfer,,0-44 years,,Female,,Angina,0,,0,,0
32782,2016/17,S08000025,,Transfer,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
32783,2016/17,S08000025,,Transfer,,0-44 years,,Female,,Heart Attack,0,,0,,0
32784,2016/17,S08000025,,Transfer,,0-44 years,,Female,,Heart Failure,,c,,c,22.0834122
32785,2016/17,S08000025,,Transfer,,45-64 years,,All,d,Angina,0,,0,,0
32786,2016/17,S08000025,,Transfer,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,298.6468468
32787,2016/17,S08000025,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,175.1450768
32788,2016/17,S08000025,,Transfer,,45-64 years,,All,d,Heart Failure,0,,0,,0
32789,2016/17,S08000025,,Transfer,,45-64 years,,Male,,Angina,0,,0,,0
32790,2016/17,S08000025,,Transfer,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,537.5310368
32791,2016/17,S08000025,,Transfer,,45-64 years,,Male,,Heart Attack,,c,,c,290.5274967
32792,2016/17,S08000025,,Transfer,,45-64 years,,Male,,Heart Failure,0,,0,,0
32793,2016/17,S08000025,,Transfer,,45-64 years,,Female,,Angina,0,,0,,0
32794,2016/17,S08000025,,Transfer,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,59.76265688
32795,2016/17,S08000025,,Transfer,,45-64 years,,Female,,Heart Attack,,c,,c,59.76265688
32796,2016/17,S08000025,,Transfer,,45-64 years,,Female,,Heart Failure,0,,0,,0
32797,2016/17,S08000025,,Transfer,,65-74 years,,All,d,Angina,,c,,c,262.8678313
32798,2016/17,S08000025,,Transfer,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,733.1519596
32799,2016/17,S08000025,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,356.5978444
32800,2016/17,S08000025,,Transfer,,65-74 years,,All,d,Heart Failure,,c,,c,38.96812407
32801,2016/17,S08000025,,Transfer,,65-74 years,,Male,,Angina,,c,,c,525.7356625
32802,2016/17,S08000025,,Transfer,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1041.562288
32803,2016/17,S08000025,,Transfer,,65-74 years,,Male,,Heart Attack,,c,,c,359.954129
32804,2016/17,S08000025,,Transfer,,65-74 years,,Male,,Heart Failure,,c,,c,77.93624815
32805,2016/17,S08000025,,Transfer,,65-74 years,,Female,,Angina,0,,0,,0
32806,2016/17,S08000025,,Transfer,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,424.7416314
32807,2016/17,S08000025,,Transfer,,65-74 years,,Female,,Heart Attack,,c,,c,353.2415599
32808,2016/17,S08000025,,Transfer,,65-74 years,,Female,,Heart Failure,0,,0,,0
32809,2016/17,S08000025,,Transfer,,under75 years,d,All,d,Angina,,c,,c,30.33090361
32810,2016/17,S08000025,,Transfer,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,171.5630441
32811,2016/17,S08000025,,Transfer,,under75 years,d,All,d,Heart Attack,,c,,c,92.14969122
32812,2016/17,S08000025,,Transfer,,under75 years,d,All,d,Heart Failure,,c,,c,11.04854321
32813,2016/17,S08000025,,Transfer,,under75 years,d,Male,,Angina,,c,,c,60.66180721
32814,2016/17,S08000025,,Transfer,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,276.7140274
32815,2016/17,S08000025,,Transfer,,under75 years,d,Male,,Heart Attack,,c,,c,126.1373298
32816,2016/17,S08000025,,Transfer,,under75 years,d,Male,,Heart Failure,,c,,c,8.992644017
32817,2016/17,S08000025,,Transfer,,under75 years,d,Female,,Angina,0,,0,,0
32818,2016/17,S08000025,,Transfer,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,66.41206085
32819,2016/17,S08000025,,Transfer,,under75 years,d,Female,,Heart Attack,,c,,c,58.1620526
32820,2016/17,S08000025,,Transfer,,under75 years,d,Female,,Heart Failure,,c,,c,13.10444241
32821,2016/17,S08000025,,Transfer,,75plus years,,All,d,Angina,,c,,c,47.58505829
32822,2016/17,S08000025,,Transfer,,75plus years,,All,d,Coronary Heart Disease,,c,,c,581.9971918
32823,2016/17,S08000025,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,496.3603831
32824,2016/17,S08000025,,Transfer,,75plus years,,All,d,Heart Failure,,c,,c,860.9673993
32825,2016/17,S08000025,,Transfer,,75plus years,,Male,,Angina,,c,,c,95.17011658
32826,2016/17,S08000025,,Transfer,,75plus years,,Male,,Coronary Heart Disease,,c,,c,595.8945507
32827,2016/17,S08000025,,Transfer,,75plus years,,Male,,Heart Attack,,c,,c,500.7244341
32828,2016/17,S08000025,,Transfer,,75plus years,,Male,,Heart Failure,,c,,c,1014.528982
32829,2016/17,S08000025,,Transfer,,75plus years,,Female,,Angina,0,,0,,0
32830,2016/17,S08000025,,Transfer,,75plus years,,Female,,Coronary Heart Disease,,c,,c,568.0998329
32831,2016/17,S08000025,,Transfer,,75plus years,,Female,,Heart Attack,,c,,c,491.9963321
32832,2016/17,S08000025,,Transfer,,75plus years,,Female,,Heart Failure,,c,,c,707.4058165
32833,2016/17,S08000026,,All,d,All,d,All,d,Angina,36,,155.1724138,,171.5637695
32834,2016/17,S08000026,,All,d,All,d,All,d,Coronary Heart Disease,163,,702.5862069,,736.9932214
32835,2016/17,S08000026,,All,d,All,d,All,d,Heart Attack,69,,297.4137931,,312.8805346
32836,2016/17,S08000026,,All,d,All,d,All,d,Heart Failure,17,,73.27586207,,74.82194276
32837,2016/17,S08000026,,All,d,All,d,Male,,Angina,18,,152.7624544,,197.9818757
32838,2016/17,S08000026,,All,d,All,d,Male,,Coronary Heart Disease,123,,1043.876772,,1144.620659
32839,2016/17,S08000026,,All,d,All,d,Male,,Heart Attack,56,,475.2609692,,518.4879934
32840,2016/17,S08000026,,All,d,All,d,Male,,Heart Failure,9,,76.38122719,,85.02818797
32841,2016/17,S08000026,,All,d,All,d,Female,,Angina,18,,157.6596304,,145.1456633
32842,2016/17,S08000026,,All,d,All,d,Female,,Coronary Heart Disease,40,,350.3547342,,329.3657835
32843,2016/17,S08000026,,All,d,All,d,Female,,Heart Attack,13,,113.8652886,,107.2730758
32844,2016/17,S08000026,,All,d,All,d,Female,,Heart Failure,8,,70.07094683,,64.61569756
32845,2016/17,S08000026,,All,d,0-44 years,,All,d,Angina,0,,0,,0
32846,2016/17,S08000026,,All,d,0-44 years,,All,d,Coronary Heart Disease,,c,,c,9.103204328
32847,2016/17,S08000026,,All,d,0-44 years,,All,d,Heart Attack,0,,0,,0
32848,2016/17,S08000026,,All,d,0-44 years,,All,d,Heart Failure,0,,0,,0
32849,2016/17,S08000026,,All,d,0-44 years,,Male,,Angina,0,,0,,0
32850,2016/17,S08000026,,All,d,0-44 years,,Male,,Coronary Heart Disease,,c,,c,18.20640866
32851,2016/17,S08000026,,All,d,0-44 years,,Male,,Heart Attack,0,,0,,0
32852,2016/17,S08000026,,All,d,0-44 years,,Male,,Heart Failure,0,,0,,0
32853,2016/17,S08000026,,All,d,0-44 years,,Female,,Angina,0,,0,,0
32854,2016/17,S08000026,,All,d,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
32855,2016/17,S08000026,,All,d,0-44 years,,Female,,Heart Attack,0,,0,,0
32856,2016/17,S08000026,,All,d,0-44 years,,Female,,Heart Failure,0,,0,,0
32857,2016/17,S08000026,,All,d,45-64 years,,All,d,Angina,,c,,c,92.88006952
32858,2016/17,S08000026,,All,d,45-64 years,,All,d,Coronary Heart Disease,,c,,c,445.8647708
32859,2016/17,S08000026,,All,d,45-64 years,,All,d,Heart Attack,,c,,c,234.3444878
32860,2016/17,S08000026,,All,d,45-64 years,,All,d,Heart Failure,,c,,c,14.84764037
32861,2016/17,S08000026,,All,d,45-64 years,,Male,,Angina,,c,,c,60.91551716
32862,2016/17,S08000026,,All,d,45-64 years,,Male,,Coronary Heart Disease,,c,,c,705.8565924
32863,2016/17,S08000026,,All,d,45-64 years,,Male,,Heart Attack,,c,,c,438.174812
32864,2016/17,S08000026,,All,d,45-64 years,,Male,,Heart Failure,,c,,c,29.69528073
32865,2016/17,S08000026,,All,d,45-64 years,,Female,,Angina,,c,,c,124.8446219
32866,2016/17,S08000026,,All,d,45-64 years,,Female,,Coronary Heart Disease,,c,,c,185.8729492
32867,2016/17,S08000026,,All,d,45-64 years,,Female,,Heart Attack,,c,,c,30.51416366
32868,2016/17,S08000026,,All,d,45-64 years,,Female,,Heart Failure,0,,0,,0
32869,2016/17,S08000026,,All,d,65-74 years,,All,d,Angina,,c,,c,480.6849094
32870,2016/17,S08000026,,All,d,65-74 years,,All,d,Coronary Heart Disease,,c,,c,2795.422346
32871,2016/17,S08000026,,All,d,65-74 years,,All,d,Heart Attack,,c,,c,858.3674286
32872,2016/17,S08000026,,All,d,65-74 years,,All,d,Heart Failure,,c,,c,262.5424417
32873,2016/17,S08000026,,All,d,65-74 years,,Male,,Angina,,c,,c,577.9075028
32874,2016/17,S08000026,,All,d,65-74 years,,Male,,Coronary Heart Disease,,c,,c,4977.304986
32875,2016/17,S08000026,,All,d,65-74 years,,Male,,Heart Attack,,c,,c,1640.042394
32876,2016/17,S08000026,,All,d,65-74 years,,Male,,Heart Failure,,c,,c,442.5562046
32877,2016/17,S08000026,,All,d,65-74 years,,Female,,Angina,,c,,c,383.4623161
32878,2016/17,S08000026,,All,d,65-74 years,,Female,,Coronary Heart Disease,,c,,c,613.5397058
32879,2016/17,S08000026,,All,d,65-74 years,,Female,,Heart Attack,,c,,c,76.69246322
32880,2016/17,S08000026,,All,d,65-74 years,,Female,,Heart Failure,,c,,c,82.52867872
32881,2016/17,S08000026,,All,d,under75 years,d,All,d,Angina,,c,,c,82.51113617
32882,2016/17,S08000026,,All,d,under75 years,d,All,d,Coronary Heart Disease,,c,,c,457.7903746
32883,2016/17,S08000026,,All,d,under75 years,d,All,d,Heart Attack,,c,,c,167.2855706
32884,2016/17,S08000026,,All,d,under75 years,d,All,d,Heart Failure,,c,,c,34.61712206
32885,2016/17,S08000026,,All,d,under75 years,d,Male,,Angina,,c,,c,84.42076905
32886,2016/17,S08000026,,All,d,under75 years,d,Male,,Coronary Heart Disease,,c,,c,790.6598694
32887,2016/17,S08000026,,All,d,under75 years,d,Male,,Heart Attack,,c,,c,316.8360182
32888,2016/17,S08000026,,All,d,under75 years,d,Male,,Heart Failure,,c,,c,59.71170427
32889,2016/17,S08000026,,All,d,under75 years,d,Female,,Angina,,c,,c,80.60150329
32890,2016/17,S08000026,,All,d,under75 years,d,Female,,Coronary Heart Disease,,c,,c,124.9208798
32891,2016/17,S08000026,,All,d,under75 years,d,Female,,Heart Attack,,c,,c,17.73512309
32892,2016/17,S08000026,,All,d,under75 years,d,Female,,Heart Failure,,c,,c,9.522539852
32893,2016/17,S08000026,,All,d,75plus years,,All,d,Angina,,c,,c,1071.98484
32894,2016/17,S08000026,,All,d,75plus years,,All,d,Coronary Heart Disease,,c,,c,3560.044227
32895,2016/17,S08000026,,All,d,75plus years,,All,d,Heart Attack,,c,,c,1785.007392
32896,2016/17,S08000026,,All,d,75plus years,,All,d,Heart Failure,,c,,c,481.3373521
32897,2016/17,S08000026,,All,d,75plus years,,Male,,Angina,,c,,c,1346.210843
32898,2016/17,S08000026,,All,d,75plus years,,Male,,Coronary Heart Disease,,c,,c,4723.557533
32899,2016/17,S08000026,,All,d,75plus years,,Male,,Heart Attack,,c,,c,2557.41352
32900,2016/17,S08000026,,All,d,75plus years,,Male,,Heart Failure,,c,,c,341.0059676
32901,2016/17,S08000026,,All,d,75plus years,,Female,,Angina,,c,,c,797.7588368
32902,2016/17,S08000026,,All,d,75plus years,,Female,,Coronary Heart Disease,,c,,c,2396.530921
32903,2016/17,S08000026,,All,d,75plus years,,Female,,Heart Attack,,c,,c,1012.601265
32904,2016/17,S08000026,,All,d,75plus years,,Female,,Heart Failure,,c,,c,621.6687366
32905,2016/17,S08000026,,Elective,,All,d,All,d,Angina,3,,12.93103448,,13.25687917
32906,2016/17,S08000026,,Elective,,All,d,All,d,Coronary Heart Disease,40,,172.4137931,,169.2804864
32907,2016/17,S08000026,,Elective,,All,d,All,d,Heart Attack,0,,0,,0
32908,2016/17,S08000026,,Elective,,All,d,All,d,Heart Failure,2,,8.620689655,,8.615094117
32909,2016/17,S08000026,,Elective,,All,d,Male,,Angina,1,,8.486803021,,10.23017903
32910,2016/17,S08000026,,Elective,,All,d,Male,,Coronary Heart Disease,29,,246.1172876,,245.3303491
32911,2016/17,S08000026,,Elective,,All,d,Male,,Heart Attack,0,,0,,0
32912,2016/17,S08000026,,Elective,,All,d,Male,,Heart Failure,1,,8.486803021,,9.293680297
32913,2016/17,S08000026,,Elective,,All,d,Female,,Angina,2,,17.51773671,,16.28357932
32914,2016/17,S08000026,,Elective,,All,d,Female,,Coronary Heart Disease,11,,96.3475519,,93.23062373
32915,2016/17,S08000026,,Elective,,All,d,Female,,Heart Attack,0,,0,,0
32916,2016/17,S08000026,,Elective,,All,d,Female,,Heart Failure,1,,8.758868354,,7.936507937
32917,2016/17,S08000026,,Elective,,0-44 years,,All,d,Angina,0,,0,,0
32918,2016/17,S08000026,,Elective,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,9.103204328
32919,2016/17,S08000026,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
32920,2016/17,S08000026,,Elective,,0-44 years,,All,d,Heart Failure,0,,0,,0
32921,2016/17,S08000026,,Elective,,0-44 years,,Male,,Angina,0,,0,,0
32922,2016/17,S08000026,,Elective,,0-44 years,,Male,,Coronary Heart Disease,,c,,c,18.20640866
32923,2016/17,S08000026,,Elective,,0-44 years,,Male,,Heart Attack,0,,0,,0
32924,2016/17,S08000026,,Elective,,0-44 years,,Male,,Heart Failure,0,,0,,0
32925,2016/17,S08000026,,Elective,,0-44 years,,Female,,Angina,0,,0,,0
32926,2016/17,S08000026,,Elective,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
32927,2016/17,S08000026,,Elective,,0-44 years,,Female,,Heart Attack,0,,0,,0
32928,2016/17,S08000026,,Elective,,0-44 years,,Female,,Heart Failure,0,,0,,0
32929,2016/17,S08000026,,Elective,,45-64 years,,All,d,Angina,,c,,c,15.55659266
32930,2016/17,S08000026,,Elective,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,134.1968061
32931,2016/17,S08000026,,Elective,,45-64 years,,All,d,Heart Attack,0,,0,,0
32932,2016/17,S08000026,,Elective,,45-64 years,,All,d,Heart Failure,0,,0,,0
32933,2016/17,S08000026,,Elective,,45-64 years,,Male,,Angina,0,,0,,0
32934,2016/17,S08000026,,Elective,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,206.7662632
