"","year","ca","age_group","sex","diagnosis","number_of_deaths","crude_rate","LA_Name"
"15796",2017,"S12000045","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15797",2017,"S12000045","65-74 years","All","Stroke",NA,NA,"East Dunbartonshire"
"15798",2017,"S12000045","65-74 years","All","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15799",2017,"S12000045","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15800",2017,"S12000045","65-74 years","Male","Stroke",NA,NA,"East Dunbartonshire"
"15801",2017,"S12000045","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15802",2017,"S12000045","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15803",2017,"S12000045","65-74 years","Female","Stroke",NA,NA,"East Dunbartonshire"
"15804",2017,"S12000045","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15805",2017,"S12000045","under75 years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15806",2017,"S12000045","under75 years","All","Stroke",NA,NA,"East Dunbartonshire"
"15807",2017,"S12000045","under75 years","All","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15808",2017,"S12000045","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15809",2017,"S12000045","under75 years","Male","Stroke",NA,NA,"East Dunbartonshire"
"15810",2017,"S12000045","under75 years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15811",2017,"S12000045","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15812",2017,"S12000045","under75 years","Female","Stroke",NA,NA,"East Dunbartonshire"
"15813",2017,"S12000045","under75 years","Female","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15814",2017,"S12000045","75plus years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15815",2017,"S12000045","75plus years","All","Stroke",NA,NA,"East Dunbartonshire"
"15816",2017,"S12000045","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"15817",2017,"S12000045","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15818",2017,"S12000045","75plus years","Male","Stroke",NA,NA,"East Dunbartonshire"
"15819",2017,"S12000045","75plus years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"15820",2017,"S12000045","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"15821",2017,"S12000045","75plus years","Female","Stroke",NA,NA,"East Dunbartonshire"
"15822",2017,"S12000045","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"15823",2017,"S12000047","All","All","Cerebrovascular Disease",277,74.58,"Fife"
"15824",2017,"S12000047","All","All","Stroke",150,40.39,"Fife"
"15825",2017,"S12000047","All","All","Subarachnoid Haemorrhage",11,2.96,"Fife"
"15826",2017,"S12000047","All","Male","Cerebrovascular Disease",128,70.99,"Fife"
"15827",2017,"S12000047","All","Male","Stroke",67,37.16,"Fife"
"15828",2017,"S12000047","All","Male","Subarachnoid Haemorrhage",4,2.22,"Fife"
"15829",2017,"S12000047","All","Female","Cerebrovascular Disease",149,77.97,"Fife"
"15830",2017,"S12000047","All","Female","Stroke",83,43.43,"Fife"
"15831",2017,"S12000047","All","Female","Subarachnoid Haemorrhage",7,3.66,"Fife"
"15832",2017,"S12000047","0-44 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"15833",2017,"S12000047","0-44 years","All","Stroke",NA,NA,"Fife"
"15834",2017,"S12000047","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Fife"
"15835",2017,"S12000047","0-44 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"15836",2017,"S12000047","0-44 years","Male","Stroke",NA,NA,"Fife"
"15837",2017,"S12000047","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Fife"
"15838",2017,"S12000047","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"15839",2017,"S12000047","0-44 years","Female","Stroke",NA,NA,"Fife"
"15840",2017,"S12000047","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Fife"
"15841",2017,"S12000047","45-64 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"15842",2017,"S12000047","45-64 years","All","Stroke",NA,NA,"Fife"
"15843",2017,"S12000047","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15844",2017,"S12000047","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"15845",2017,"S12000047","45-64 years","Male","Stroke",NA,NA,"Fife"
"15846",2017,"S12000047","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15847",2017,"S12000047","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"15848",2017,"S12000047","45-64 years","Female","Stroke",NA,NA,"Fife"
"15849",2017,"S12000047","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15850",2017,"S12000047","65-74 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"15851",2017,"S12000047","65-74 years","All","Stroke",NA,NA,"Fife"
"15852",2017,"S12000047","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15853",2017,"S12000047","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"15854",2017,"S12000047","65-74 years","Male","Stroke",NA,NA,"Fife"
"15855",2017,"S12000047","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Fife"
"15856",2017,"S12000047","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"15857",2017,"S12000047","65-74 years","Female","Stroke",NA,NA,"Fife"
"15858",2017,"S12000047","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15859",2017,"S12000047","under75 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"15860",2017,"S12000047","under75 years","All","Stroke",NA,NA,"Fife"
"15861",2017,"S12000047","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15862",2017,"S12000047","under75 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"15863",2017,"S12000047","under75 years","Male","Stroke",NA,NA,"Fife"
"15864",2017,"S12000047","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15865",2017,"S12000047","under75 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"15866",2017,"S12000047","under75 years","Female","Stroke",NA,NA,"Fife"
"15867",2017,"S12000047","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15868",2017,"S12000047","75plus years","All","Cerebrovascular Disease",NA,NA,"Fife"
"15869",2017,"S12000047","75plus years","All","Stroke",NA,NA,"Fife"
"15870",2017,"S12000047","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15871",2017,"S12000047","75plus years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"15872",2017,"S12000047","75plus years","Male","Stroke",NA,NA,"Fife"
"15873",2017,"S12000047","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15874",2017,"S12000047","75plus years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"15875",2017,"S12000047","75plus years","Female","Stroke",NA,NA,"Fife"
"15876",2017,"S12000047","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"15877",2017,"S12000048","All","All","Cerebrovascular Disease",116,76.77,"Perth and Kinross"
"15878",2017,"S12000048","All","All","Stroke",55,36.4,"Perth and Kinross"
"15879",2017,"S12000048","All","All","Subarachnoid Haemorrhage",3,1.99,"Perth and Kinross"
"15880",2017,"S12000048","All","Male","Cerebrovascular Disease",46,62.01,"Perth and Kinross"
"15881",2017,"S12000048","All","Male","Stroke",22,29.65,"Perth and Kinross"
"15882",2017,"S12000048","All","Male","Subarachnoid Haemorrhage",1,1.35,"Perth and Kinross"
"15883",2017,"S12000048","All","Female","Cerebrovascular Disease",70,91.01,"Perth and Kinross"
"15884",2017,"S12000048","All","Female","Stroke",33,42.91,"Perth and Kinross"
"15885",2017,"S12000048","All","Female","Subarachnoid Haemorrhage",2,2.6,"Perth and Kinross"
"15886",2017,"S12000048","0-44 years","All","Cerebrovascular Disease",0,0,"Perth and Kinross"
"15887",2017,"S12000048","0-44 years","All","Stroke",0,0,"Perth and Kinross"
"15888",2017,"S12000048","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15889",2017,"S12000048","0-44 years","Male","Cerebrovascular Disease",0,0,"Perth and Kinross"
"15890",2017,"S12000048","0-44 years","Male","Stroke",0,0,"Perth and Kinross"
"15891",2017,"S12000048","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15892",2017,"S12000048","0-44 years","Female","Cerebrovascular Disease",0,0,"Perth and Kinross"
"15893",2017,"S12000048","0-44 years","Female","Stroke",0,0,"Perth and Kinross"
"15894",2017,"S12000048","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15895",2017,"S12000048","45-64 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15896",2017,"S12000048","45-64 years","All","Stroke",NA,NA,"Perth and Kinross"
"15897",2017,"S12000048","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15898",2017,"S12000048","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15899",2017,"S12000048","45-64 years","Male","Stroke",NA,NA,"Perth and Kinross"
"15900",2017,"S12000048","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15901",2017,"S12000048","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15902",2017,"S12000048","45-64 years","Female","Stroke",NA,NA,"Perth and Kinross"
"15903",2017,"S12000048","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15904",2017,"S12000048","65-74 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15905",2017,"S12000048","65-74 years","All","Stroke",NA,NA,"Perth and Kinross"
"15906",2017,"S12000048","65-74 years","All","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15907",2017,"S12000048","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15908",2017,"S12000048","65-74 years","Male","Stroke",NA,NA,"Perth and Kinross"
"15909",2017,"S12000048","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15910",2017,"S12000048","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15911",2017,"S12000048","65-74 years","Female","Stroke",NA,NA,"Perth and Kinross"
"15912",2017,"S12000048","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15913",2017,"S12000048","under75 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15914",2017,"S12000048","under75 years","All","Stroke",NA,NA,"Perth and Kinross"
"15915",2017,"S12000048","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15916",2017,"S12000048","under75 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15917",2017,"S12000048","under75 years","Male","Stroke",NA,NA,"Perth and Kinross"
"15918",2017,"S12000048","under75 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"15919",2017,"S12000048","under75 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15920",2017,"S12000048","under75 years","Female","Stroke",NA,NA,"Perth and Kinross"
"15921",2017,"S12000048","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15922",2017,"S12000048","75plus years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15923",2017,"S12000048","75plus years","All","Stroke",NA,NA,"Perth and Kinross"
"15924",2017,"S12000048","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15925",2017,"S12000048","75plus years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15926",2017,"S12000048","75plus years","Male","Stroke",NA,NA,"Perth and Kinross"
"15927",2017,"S12000048","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15928",2017,"S12000048","75plus years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"15929",2017,"S12000048","75plus years","Female","Stroke",NA,NA,"Perth and Kinross"
"15930",2017,"S12000048","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"15931",2017,"S12000046","All","All","Cerebrovascular Disease",392,63.12,NA
"15932",2017,"S12000046","All","All","Stroke",220,35.43,NA
"15933",2017,"S12000046","All","All","Subarachnoid Haemorrhage",24,3.86,NA
"15934",2017,"S12000046","All","Male","Cerebrovascular Disease",156,51.52,NA
"15935",2017,"S12000046","All","Male","Stroke",79,26.09,NA
"15936",2017,"S12000046","All","Male","Subarachnoid Haemorrhage",7,2.31,NA
"15937",2017,"S12000046","All","Female","Cerebrovascular Disease",236,74.17,NA
"15938",2017,"S12000046","All","Female","Stroke",141,44.31,NA
"15939",2017,"S12000046","All","Female","Subarachnoid Haemorrhage",17,5.34,NA
"15940",2017,"S12000046","0-44 years","All","Cerebrovascular Disease",NA,NA,NA
"15941",2017,"S12000046","0-44 years","All","Stroke",NA,NA,NA
"15942",2017,"S12000046","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"15943",2017,"S12000046","0-44 years","Male","Cerebrovascular Disease",NA,NA,NA
"15944",2017,"S12000046","0-44 years","Male","Stroke",NA,NA,NA
"15945",2017,"S12000046","0-44 years","Male","Subarachnoid Haemorrhage",0,0,NA
"15946",2017,"S12000046","0-44 years","Female","Cerebrovascular Disease",NA,NA,NA
"15947",2017,"S12000046","0-44 years","Female","Stroke",NA,NA,NA
"15948",2017,"S12000046","0-44 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"15949",2017,"S12000046","45-64 years","All","Cerebrovascular Disease",NA,NA,NA
"15950",2017,"S12000046","45-64 years","All","Stroke",NA,NA,NA
"15951",2017,"S12000046","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"15952",2017,"S12000046","45-64 years","Male","Cerebrovascular Disease",NA,NA,NA
"15953",2017,"S12000046","45-64 years","Male","Stroke",NA,NA,NA
"15954",2017,"S12000046","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"15955",2017,"S12000046","45-64 years","Female","Cerebrovascular Disease",NA,NA,NA
"15956",2017,"S12000046","45-64 years","Female","Stroke",NA,NA,NA
"15957",2017,"S12000046","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"15958",2017,"S12000046","65-74 years","All","Cerebrovascular Disease",NA,NA,NA
"15959",2017,"S12000046","65-74 years","All","Stroke",NA,NA,NA
"15960",2017,"S12000046","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"15961",2017,"S12000046","65-74 years","Male","Cerebrovascular Disease",NA,NA,NA
"15962",2017,"S12000046","65-74 years","Male","Stroke",NA,NA,NA
"15963",2017,"S12000046","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"15964",2017,"S12000046","65-74 years","Female","Cerebrovascular Disease",NA,NA,NA
"15965",2017,"S12000046","65-74 years","Female","Stroke",NA,NA,NA
"15966",2017,"S12000046","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"15967",2017,"S12000046","under75 years","All","Cerebrovascular Disease",NA,NA,NA
"15968",2017,"S12000046","under75 years","All","Stroke",NA,NA,NA
"15969",2017,"S12000046","under75 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"15970",2017,"S12000046","under75 years","Male","Cerebrovascular Disease",NA,NA,NA
"15971",2017,"S12000046","under75 years","Male","Stroke",NA,NA,NA
"15972",2017,"S12000046","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"15973",2017,"S12000046","under75 years","Female","Cerebrovascular Disease",NA,NA,NA
"15974",2017,"S12000046","under75 years","Female","Stroke",NA,NA,NA
"15975",2017,"S12000046","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"15976",2017,"S12000046","75plus years","All","Cerebrovascular Disease",NA,NA,NA
"15977",2017,"S12000046","75plus years","All","Stroke",NA,NA,NA
"15978",2017,"S12000046","75plus years","All","Subarachnoid Haemorrhage",NA,NA,NA
"15979",2017,"S12000046","75plus years","Male","Cerebrovascular Disease",NA,NA,NA
"15980",2017,"S12000046","75plus years","Male","Stroke",NA,NA,NA
"15981",2017,"S12000046","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"15982",2017,"S12000046","75plus years","Female","Cerebrovascular Disease",NA,NA,NA
"15983",2017,"S12000046","75plus years","Female","Stroke",NA,NA,NA
"15984",2017,"S12000046","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"15985",2017,"S12000044","All","All","Cerebrovascular Disease",243,71.48,NA
"15986",2017,"S12000044","All","All","Stroke",145,42.65,NA
"15987",2017,"S12000044","All","All","Subarachnoid Haemorrhage",12,3.53,NA
"15988",2017,"S12000044","All","Male","Cerebrovascular Disease",97,58.96,NA
"15989",2017,"S12000044","All","Male","Stroke",50,30.39,NA
"15990",2017,"S12000044","All","Male","Subarachnoid Haemorrhage",5,3.04,NA
"15991",2017,"S12000044","All","Female","Cerebrovascular Disease",146,83.22,NA
"15992",2017,"S12000044","All","Female","Stroke",95,54.15,NA
"15993",2017,"S12000044","All","Female","Subarachnoid Haemorrhage",7,3.99,NA
"15994",2017,"S12000044","0-44 years","All","Cerebrovascular Disease",NA,NA,NA
"15995",2017,"S12000044","0-44 years","All","Stroke",NA,NA,NA
"15996",2017,"S12000044","0-44 years","All","Subarachnoid Haemorrhage",0,0,NA
"15997",2017,"S12000044","0-44 years","Male","Cerebrovascular Disease",NA,NA,NA
"15998",2017,"S12000044","0-44 years","Male","Stroke",NA,NA,NA
"15999",2017,"S12000044","0-44 years","Male","Subarachnoid Haemorrhage",0,0,NA
"16000",2017,"S12000044","0-44 years","Female","Cerebrovascular Disease",NA,NA,NA
"16001",2017,"S12000044","0-44 years","Female","Stroke",NA,NA,NA
"16002",2017,"S12000044","0-44 years","Female","Subarachnoid Haemorrhage",0,0,NA
"16003",2017,"S12000044","45-64 years","All","Cerebrovascular Disease",NA,NA,NA
"16004",2017,"S12000044","45-64 years","All","Stroke",NA,NA,NA
"16005",2017,"S12000044","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"16006",2017,"S12000044","45-64 years","Male","Cerebrovascular Disease",NA,NA,NA
"16007",2017,"S12000044","45-64 years","Male","Stroke",NA,NA,NA
"16008",2017,"S12000044","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"16009",2017,"S12000044","45-64 years","Female","Cerebrovascular Disease",NA,NA,NA
"16010",2017,"S12000044","45-64 years","Female","Stroke",NA,NA,NA
"16011",2017,"S12000044","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"16012",2017,"S12000044","65-74 years","All","Cerebrovascular Disease",NA,NA,NA
"16013",2017,"S12000044","65-74 years","All","Stroke",NA,NA,NA
"16014",2017,"S12000044","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"16015",2017,"S12000044","65-74 years","Male","Cerebrovascular Disease",NA,NA,NA
"16016",2017,"S12000044","65-74 years","Male","Stroke",NA,NA,NA
"16017",2017,"S12000044","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"16018",2017,"S12000044","65-74 years","Female","Cerebrovascular Disease",NA,NA,NA
"16019",2017,"S12000044","65-74 years","Female","Stroke",NA,NA,NA
"16020",2017,"S12000044","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"16021",2017,"S12000044","under75 years","All","Cerebrovascular Disease",NA,NA,NA
"16022",2017,"S12000044","under75 years","All","Stroke",NA,NA,NA
"16023",2017,"S12000044","under75 years","All","Subarachnoid Haemorrhage",NA,NA,NA
"16024",2017,"S12000044","under75 years","Male","Cerebrovascular Disease",NA,NA,NA
"16025",2017,"S12000044","under75 years","Male","Stroke",NA,NA,NA
"16026",2017,"S12000044","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"16027",2017,"S12000044","under75 years","Female","Cerebrovascular Disease",NA,NA,NA
"16028",2017,"S12000044","under75 years","Female","Stroke",NA,NA,NA
"16029",2017,"S12000044","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"16030",2017,"S12000044","75plus years","All","Cerebrovascular Disease",NA,NA,NA
"16031",2017,"S12000044","75plus years","All","Stroke",NA,NA,NA
"16032",2017,"S12000044","75plus years","All","Subarachnoid Haemorrhage",NA,NA,NA
"16033",2017,"S12000044","75plus years","Male","Cerebrovascular Disease",NA,NA,NA
"16034",2017,"S12000044","75plus years","Male","Stroke",NA,NA,NA
"16035",2017,"S12000044","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,NA
"16036",2017,"S12000044","75plus years","Female","Cerebrovascular Disease",NA,NA,NA
"16037",2017,"S12000044","75plus years","Female","Stroke",NA,NA,NA
"16038",2017,"S12000044","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,NA
"16039",2018,"S92000003","All","All","Cerebrovascular Disease",3835,70.52,NA
"16040",2018,"S92000003","All","All","Stroke",2072,38.1,NA
"16041",2018,"S92000003","All","All","Subarachnoid Haemorrhage",147,2.7,NA
"16042",2018,"S92000003","All","Male","Cerebrovascular Disease",1622,61.24,NA
"16043",2018,"S92000003","All","Male","Stroke",840,31.71,NA
"16044",2018,"S92000003","All","Male","Subarachnoid Haemorrhage",48,1.81,NA
"16045",2018,"S92000003","All","Female","Cerebrovascular Disease",2213,79.34,NA
"16046",2018,"S92000003","All","Female","Stroke",1232,44.17,NA
"16047",2018,"S92000003","All","Female","Subarachnoid Haemorrhage",99,3.55,NA
"16048",2018,"S92000003","0-44 years","All","Cerebrovascular Disease",30,1.03,NA
"16049",2018,"S92000003","0-44 years","All","Stroke",12,0.41,NA
"16050",2018,"S92000003","0-44 years","All","Subarachnoid Haemorrhage",12,0.41,NA
"16051",2018,"S92000003","0-44 years","Male","Cerebrovascular Disease",18,1.23,NA
"16052",2018,"S92000003","0-44 years","Male","Stroke",8,0.55,NA
"16053",2018,"S92000003","0-44 years","Male","Subarachnoid Haemorrhage",6,0.41,NA
"16054",2018,"S92000003","0-44 years","Female","Cerebrovascular Disease",12,0.83,NA
"16055",2018,"S92000003","0-44 years","Female","Stroke",4,0.28,NA
"16056",2018,"S92000003","0-44 years","Female","Subarachnoid Haemorrhage",6,0.41,NA
"16057",2018,"S92000003","45-64 years","All","Cerebrovascular Disease",283,18.84,NA
"16058",2018,"S92000003","45-64 years","All","Stroke",158,10.52,NA
"16059",2018,"S92000003","45-64 years","All","Subarachnoid Haemorrhage",58,3.86,NA
"16060",2018,"S92000003","45-64 years","Male","Cerebrovascular Disease",157,21.57,NA
"16061",2018,"S92000003","45-64 years","Male","Stroke",97,13.33,NA
"16062",2018,"S92000003","45-64 years","Male","Subarachnoid Haemorrhage",18,2.47,NA
"16063",2018,"S92000003","45-64 years","Female","Cerebrovascular Disease",126,16.27,NA
"16064",2018,"S92000003","45-64 years","Female","Stroke",61,7.88,NA
"16065",2018,"S92000003","45-64 years","Female","Subarachnoid Haemorrhage",40,5.17,NA
"16066",2018,"S92000003","65-74 years","All","Cerebrovascular Disease",528,92.41,NA
"16067",2018,"S92000003","65-74 years","All","Stroke",294,51.45,NA
"16068",2018,"S92000003","65-74 years","All","Subarachnoid Haemorrhage",31,5.43,NA
"16069",2018,"S92000003","65-74 years","Male","Cerebrovascular Disease",287,104.99,NA
"16070",2018,"S92000003","65-74 years","Male","Stroke",160,58.53,NA
"16071",2018,"S92000003","65-74 years","Male","Subarachnoid Haemorrhage",7,2.56,NA
"16072",2018,"S92000003","65-74 years","Female","Cerebrovascular Disease",241,80.87,NA
"16073",2018,"S92000003","65-74 years","Female","Stroke",134,44.97,NA
"16074",2018,"S92000003","65-74 years","Female","Subarachnoid Haemorrhage",24,8.05,NA
"16075",2018,"S92000003","under75 years","All","Cerebrovascular Disease",841,16.88,NA
"16076",2018,"S92000003","under75 years","All","Stroke",464,9.31,NA
"16077",2018,"S92000003","under75 years","All","Subarachnoid Haemorrhage",101,2.03,NA
"16078",2018,"S92000003","under75 years","Male","Cerebrovascular Disease",462,18.76,NA
"16079",2018,"S92000003","under75 years","Male","Stroke",265,10.76,NA
"16080",2018,"S92000003","under75 years","Male","Subarachnoid Haemorrhage",31,1.26,NA
"16081",2018,"S92000003","under75 years","Female","Cerebrovascular Disease",379,15.03,NA
"16082",2018,"S92000003","under75 years","Female","Stroke",199,7.89,NA
"16083",2018,"S92000003","under75 years","Female","Subarachnoid Haemorrhage",70,2.78,NA
"16084",2018,"S92000003","75plus years","All","Cerebrovascular Disease",2994,658.4,NA
"16085",2018,"S92000003","75plus years","All","Stroke",1608,353.61,NA
"16086",2018,"S92000003","75plus years","All","Subarachnoid Haemorrhage",46,10.12,NA
"16087",2018,"S92000003","75plus years","Male","Cerebrovascular Disease",1160,622.06,NA
"16088",2018,"S92000003","75plus years","Male","Stroke",575,308.35,NA
"16089",2018,"S92000003","75plus years","Male","Subarachnoid Haemorrhage",17,9.12,NA
"16090",2018,"S92000003","75plus years","Female","Cerebrovascular Disease",1834,683.67,NA
"16091",2018,"S92000003","75plus years","Female","Stroke",1033,385.08,NA
"16092",2018,"S92000003","75plus years","Female","Subarachnoid Haemorrhage",29,10.81,NA
"16093",2018,"S12000005","All","All","Cerebrovascular Disease",30,58.37,"Clackmannanshire"
"16094",2018,"S12000005","All","All","Stroke",14,27.24,"Clackmannanshire"
"16095",2018,"S12000005","All","All","Subarachnoid Haemorrhage",1,1.95,"Clackmannanshire"
"16096",2018,"S12000005","All","Male","Cerebrovascular Disease",15,59.46,"Clackmannanshire"
"16097",2018,"S12000005","All","Male","Stroke",9,35.68,"Clackmannanshire"
"16098",2018,"S12000005","All","Male","Subarachnoid Haemorrhage",1,3.96,"Clackmannanshire"
"16099",2018,"S12000005","All","Female","Cerebrovascular Disease",15,57.31,"Clackmannanshire"
"16100",2018,"S12000005","All","Female","Stroke",5,19.1,"Clackmannanshire"
"16101",2018,"S12000005","All","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16102",2018,"S12000005","0-44 years","All","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16103",2018,"S12000005","0-44 years","All","Stroke",0,0,"Clackmannanshire"
"16104",2018,"S12000005","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Clackmannanshire"
"16105",2018,"S12000005","0-44 years","Male","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16106",2018,"S12000005","0-44 years","Male","Stroke",0,0,"Clackmannanshire"
"16107",2018,"S12000005","0-44 years","Male","Subarachnoid Haemorrhage",NA,NA,"Clackmannanshire"
"16108",2018,"S12000005","0-44 years","Female","Cerebrovascular Disease",0,0,"Clackmannanshire"
"16109",2018,"S12000005","0-44 years","Female","Stroke",0,0,"Clackmannanshire"
"16110",2018,"S12000005","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16111",2018,"S12000005","45-64 years","All","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16112",2018,"S12000005","45-64 years","All","Stroke",NA,NA,"Clackmannanshire"
"16113",2018,"S12000005","45-64 years","All","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16114",2018,"S12000005","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16115",2018,"S12000005","45-64 years","Male","Stroke",NA,NA,"Clackmannanshire"
"16116",2018,"S12000005","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16117",2018,"S12000005","45-64 years","Female","Cerebrovascular Disease",0,0,"Clackmannanshire"
