"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"6770",2017,"S08000019","45-64 years","All","Stroke",9,10.30845,"NHS Forth Valley"
"6771",2017,"S08000019","45-64 years","All","Subarachnoid Haemorrhage",5,5.726918,"NHS Forth Valley"
"6772",2017,"S08000019","45-64 years","Male","Cerebrovascular Disease",11,25.78467,"NHS Forth Valley"
"6773",2017,"S08000019","45-64 years","Male","Stroke",8,18.75249,"NHS Forth Valley"
"6774",2017,"S08000019","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"6775",2017,"S08000019","45-64 years","Female","Cerebrovascular Disease",9,20.15858,"NHS Forth Valley"
"6776",2017,"S08000019","45-64 years","Female","Stroke",1,2.239842,"NHS Forth Valley"
"6777",2017,"S08000019","45-64 years","Female","Subarachnoid Haemorrhage",5,11.19921,"NHS Forth Valley"
"6778",2017,"S08000019","65-74 years","All","Cerebrovascular Disease",32,98.12941,"NHS Forth Valley"
"6779",2017,"S08000019","65-74 years","All","Stroke",17,52.13125,"NHS Forth Valley"
"6780",2017,"S08000019","65-74 years","All","Subarachnoid Haemorrhage",4,12.26618,"NHS Forth Valley"
"6781",2017,"S08000019","65-74 years","Male","Cerebrovascular Disease",15,95.84665,"NHS Forth Valley"
"6782",2017,"S08000019","65-74 years","Male","Stroke",10,63.89776,"NHS Forth Valley"
"6783",2017,"S08000019","65-74 years","Male","Subarachnoid Haemorrhage",1,6.389776,"NHS Forth Valley"
"6784",2017,"S08000019","65-74 years","Female","Cerebrovascular Disease",17,100.2358,"NHS Forth Valley"
"6785",2017,"S08000019","65-74 years","Female","Stroke",7,41.27358,"NHS Forth Valley"
"6786",2017,"S08000019","65-74 years","Female","Subarachnoid Haemorrhage",3,17.68868,"NHS Forth Valley"
"6787",2017,"S08000019","under75 years","All","Cerebrovascular Disease",53,18.86974,"NHS Forth Valley"
"6788",2017,"S08000019","under75 years","All","Stroke",26,9.256853,"NHS Forth Valley"
"6789",2017,"S08000019","under75 years","All","Subarachnoid Haemorrhage",9,3.204295,"NHS Forth Valley"
"6790",2017,"S08000019","under75 years","Male","Cerebrovascular Disease",26,18.762,"NHS Forth Valley"
"6791",2017,"S08000019","under75 years","Male","Stroke",18,12.98907,"NHS Forth Valley"
"6792",2017,"S08000019","under75 years","Male","Subarachnoid Haemorrhage",1,0.721615,"NHS Forth Valley"
"6793",2017,"S08000019","under75 years","Female","Cerebrovascular Disease",27,18.97467,"NHS Forth Valley"
"6794",2017,"S08000019","under75 years","Female","Stroke",8,5.622123,"NHS Forth Valley"
"6795",2017,"S08000019","under75 years","Female","Subarachnoid Haemorrhage",8,5.622123,"NHS Forth Valley"
"6796",2017,"S08000019","75plus years","All","Cerebrovascular Disease",161,651.6372,"NHS Forth Valley"
"6797",2017,"S08000019","75plus years","All","Stroke",91,368.3167,"NHS Forth Valley"
"6798",2017,"S08000019","75plus years","All","Subarachnoid Haemorrhage",5,20.23718,"NHS Forth Valley"
"6799",2017,"S08000019","75plus years","Male","Cerebrovascular Disease",53,516.6699,"NHS Forth Valley"
"6800",2017,"S08000019","75plus years","Male","Stroke",28,272.9577,"NHS Forth Valley"
"6801",2017,"S08000019","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Forth Valley"
"6802",2017,"S08000019","75plus years","Female","Cerebrovascular Disease",108,747.4566,"NHS Forth Valley"
"6803",2017,"S08000019","75plus years","Female","Stroke",63,436.0163,"NHS Forth Valley"
"6804",2017,"S08000019","75plus years","Female","Subarachnoid Haemorrhage",5,34.60447,"NHS Forth Valley"
"6805",2017,"S08000020","All","All","Cerebrovascular Disease",444,75.71882,"NHS Grampian"
"6806",2017,"S08000020","All","All","Stroke",240,40.92909,"NHS Grampian"
"6807",2017,"S08000020","All","All","Subarachnoid Haemorrhage",17,2.899144,"NHS Grampian"
"6808",2017,"S08000020","All","Male","Cerebrovascular Disease",184,63.08781,"NHS Grampian"
"6809",2017,"S08000020","All","Male","Stroke",90,30.85817,"NHS Grampian"
"6810",2017,"S08000020","All","Male","Subarachnoid Haemorrhage",3,1.028606,"NHS Grampian"
"6811",2017,"S08000020","All","Female","Cerebrovascular Disease",260,88.21843,"NHS Grampian"
"6812",2017,"S08000020","All","Female","Stroke",150,50.89525,"NHS Grampian"
"6813",2017,"S08000020","All","Female","Subarachnoid Haemorrhage",14,4.750223,"NHS Grampian"
"6814",2017,"S08000020","0-44 years","All","Cerebrovascular Disease",4,1.23477,"NHS Grampian"
"6815",2017,"S08000020","0-44 years","All","Stroke",2,0.617385,"NHS Grampian"
"6816",2017,"S08000020","0-44 years","All","Subarachnoid Haemorrhage",2,0.617385,"NHS Grampian"
"6817",2017,"S08000020","0-44 years","Male","Cerebrovascular Disease",2,1.207372,"NHS Grampian"
"6818",2017,"S08000020","0-44 years","Male","Stroke",1,0.603686,"NHS Grampian"
"6819",2017,"S08000020","0-44 years","Male","Subarachnoid Haemorrhage",1,0.603686,"NHS Grampian"
"6820",2017,"S08000020","0-44 years","Female","Cerebrovascular Disease",2,1.26344,"NHS Grampian"
"6821",2017,"S08000020","0-44 years","Female","Stroke",1,0.63172,"NHS Grampian"
"6822",2017,"S08000020","0-44 years","Female","Subarachnoid Haemorrhage",1,0.63172,"NHS Grampian"
"6823",2017,"S08000020","45-64 years","All","Cerebrovascular Disease",23,14.53112,"NHS Grampian"
"6824",2017,"S08000020","45-64 years","All","Stroke",13,8.213241,"NHS Grampian"
"6825",2017,"S08000020","45-64 years","All","Subarachnoid Haemorrhage",5,3.158939,"NHS Grampian"
"6826",2017,"S08000020","45-64 years","Male","Cerebrovascular Disease",12,15.29364,"NHS Grampian"
"6827",2017,"S08000020","45-64 years","Male","Stroke",7,8.921289,"NHS Grampian"
"6828",2017,"S08000020","45-64 years","Male","Subarachnoid Haemorrhage",1,1.27447,"NHS Grampian"
"6829",2017,"S08000020","45-64 years","Female","Cerebrovascular Disease",11,13.78153,"NHS Grampian"
"6830",2017,"S08000020","45-64 years","Female","Stroke",6,7.517196,"NHS Grampian"
"6831",2017,"S08000020","45-64 years","Female","Subarachnoid Haemorrhage",4,5.011464,"NHS Grampian"
"6832",2017,"S08000020","65-74 years","All","Cerebrovascular Disease",47,80.25134,"NHS Grampian"
"6833",2017,"S08000020","65-74 years","All","Stroke",26,44.39436,"NHS Grampian"
"6834",2017,"S08000020","65-74 years","All","Subarachnoid Haemorrhage",2,3.414951,"NHS Grampian"
"6835",2017,"S08000020","65-74 years","Male","Cerebrovascular Disease",27,94.59081,"NHS Grampian"
"6836",2017,"S08000020","65-74 years","Male","Stroke",17,59.55717,"NHS Grampian"
"6837",2017,"S08000020","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Grampian"
"6838",2017,"S08000020","65-74 years","Female","Cerebrovascular Disease",20,66.61781,"NHS Grampian"
"6839",2017,"S08000020","65-74 years","Female","Stroke",9,29.97802,"NHS Grampian"
"6840",2017,"S08000020","65-74 years","Female","Subarachnoid Haemorrhage",2,6.661781,"NHS Grampian"
"6841",2017,"S08000020","under75 years","All","Cerebrovascular Disease",74,13.68358,"NHS Grampian"
"6842",2017,"S08000020","under75 years","All","Stroke",41,7.581445,"NHS Grampian"
"6843",2017,"S08000020","under75 years","All","Subarachnoid Haemorrhage",9,1.66422,"NHS Grampian"
"6844",2017,"S08000020","under75 years","Male","Cerebrovascular Disease",41,15.03721,"NHS Grampian"
"6845",2017,"S08000020","under75 years","Male","Stroke",25,9.169029,"NHS Grampian"
"6846",2017,"S08000020","under75 years","Male","Subarachnoid Haemorrhage",2,0.733522,"NHS Grampian"
"6847",2017,"S08000020","under75 years","Female","Cerebrovascular Disease",33,12.30714,"NHS Grampian"
"6848",2017,"S08000020","under75 years","Female","Stroke",16,5.967099,"NHS Grampian"
"6849",2017,"S08000020","under75 years","Female","Subarachnoid Haemorrhage",7,2.610606,"NHS Grampian"
"6850",2017,"S08000020","75plus years","All","Cerebrovascular Disease",370,811.6527,"NHS Grampian"
"6851",2017,"S08000020","75plus years","All","Stroke",199,436.5375,"NHS Grampian"
"6852",2017,"S08000020","75plus years","All","Subarachnoid Haemorrhage",8,17.54925,"NHS Grampian"
"6853",2017,"S08000020","75plus years","Male","Cerebrovascular Disease",143,752.6316,"NHS Grampian"
"6854",2017,"S08000020","75plus years","Male","Stroke",65,342.1053,"NHS Grampian"
"6855",2017,"S08000020","75plus years","Male","Subarachnoid Haemorrhage",1,5.263158,"NHS Grampian"
"6856",2017,"S08000020","75plus years","Female","Cerebrovascular Disease",227,853.8328,"NHS Grampian"
"6857",2017,"S08000020","75plus years","Female","Stroke",134,504.0247,"NHS Grampian"
"6858",2017,"S08000020","75plus years","Female","Subarachnoid Haemorrhage",7,26.32965,"NHS Grampian"
"6859",2017,"S08000022","All","All","Cerebrovascular Disease",257,79.81614,"NHS Highland"
"6860",2017,"S08000022","All","All","Stroke",144,44.72189,"NHS Highland"
"6861",2017,"S08000022","All","All","Subarachnoid Haemorrhage",15,4.65853,"NHS Highland"
"6862",2017,"S08000022","All","Male","Cerebrovascular Disease",95,60.01036,"NHS Highland"
"6863",2017,"S08000022","All","Male","Stroke",52,32.84778,"NHS Highland"
"6864",2017,"S08000022","All","Male","Subarachnoid Haemorrhage",5,3.15844,"NHS Highland"
"6865",2017,"S08000022","All","Female","Cerebrovascular Disease",162,98.97119,"NHS Highland"
"6866",2017,"S08000022","All","Female","Stroke",92,56.20586,"NHS Highland"
"6867",2017,"S08000022","All","Female","Subarachnoid Haemorrhage",10,6.109333,"NHS Highland"
"6868",2017,"S08000022","0-44 years","All","Cerebrovascular Disease",3,1.960374,"NHS Highland"
"6869",2017,"S08000022","0-44 years","All","Stroke",2,1.306916,"NHS Highland"
"6870",2017,"S08000022","0-44 years","All","Subarachnoid Haemorrhage",1,0.653458,"NHS Highland"
"6871",2017,"S08000022","0-44 years","Male","Cerebrovascular Disease",1,1.2774,"NHS Highland"
"6872",2017,"S08000022","0-44 years","Male","Stroke",1,1.2774,"NHS Highland"
"6873",2017,"S08000022","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Highland"
"6874",2017,"S08000022","0-44 years","Female","Cerebrovascular Disease",2,2.675657,"NHS Highland"
"6875",2017,"S08000022","0-44 years","Female","Stroke",1,1.337828,"NHS Highland"
"6876",2017,"S08000022","0-44 years","Female","Subarachnoid Haemorrhage",1,1.337828,"NHS Highland"
"6877",2017,"S08000022","45-64 years","All","Cerebrovascular Disease",19,19.77478,"NHS Highland"
"6878",2017,"S08000022","45-64 years","All","Stroke",12,12.48933,"NHS Highland"
"6879",2017,"S08000022","45-64 years","All","Subarachnoid Haemorrhage",2,2.081555,"NHS Highland"
"6880",2017,"S08000022","45-64 years","Male","Cerebrovascular Disease",13,27.87666,"NHS Highland"
"6881",2017,"S08000022","45-64 years","Male","Stroke",7,15.01051,"NHS Highland"
"6882",2017,"S08000022","45-64 years","Male","Subarachnoid Haemorrhage",1,2.144358,"NHS Highland"
"6883",2017,"S08000022","45-64 years","Female","Cerebrovascular Disease",6,12.13396,"NHS Highland"
"6884",2017,"S08000022","45-64 years","Female","Stroke",5,10.11163,"NHS Highland"
"6885",2017,"S08000022","45-64 years","Female","Subarachnoid Haemorrhage",1,2.022326,"NHS Highland"
"6886",2017,"S08000022","65-74 years","All","Cerebrovascular Disease",35,84.48188,"NHS Highland"
"6887",2017,"S08000022","65-74 years","All","Stroke",16,38.62029,"NHS Highland"
"6888",2017,"S08000022","65-74 years","All","Subarachnoid Haemorrhage",7,16.89638,"NHS Highland"
"6889",2017,"S08000022","65-74 years","Male","Cerebrovascular Disease",15,74.25743,"NHS Highland"
"6890",2017,"S08000022","65-74 years","Male","Stroke",8,39.60396,"NHS Highland"
"6891",2017,"S08000022","65-74 years","Male","Subarachnoid Haemorrhage",2,9.90099,"NHS Highland"
"6892",2017,"S08000022","65-74 years","Female","Cerebrovascular Disease",20,94.21075,"NHS Highland"
"6893",2017,"S08000022","65-74 years","Female","Stroke",8,37.6843,"NHS Highland"
"6894",2017,"S08000022","65-74 years","Female","Subarachnoid Haemorrhage",5,23.55269,"NHS Highland"
"6895",2017,"S08000022","under75 years","All","Cerebrovascular Disease",57,19.61844,"NHS Highland"
"6896",2017,"S08000022","under75 years","All","Stroke",30,10.32549,"NHS Highland"
"6897",2017,"S08000022","under75 years","All","Subarachnoid Haemorrhage",10,3.441831,"NHS Highland"
"6898",2017,"S08000022","under75 years","Male","Cerebrovascular Disease",29,19.98374,"NHS Highland"
"6899",2017,"S08000022","under75 years","Male","Stroke",16,11.02551,"NHS Highland"
"6900",2017,"S08000022","under75 years","Male","Subarachnoid Haemorrhage",3,2.067283,"NHS Highland"
"6901",2017,"S08000022","under75 years","Female","Cerebrovascular Disease",28,19.25391,"NHS Highland"
"6902",2017,"S08000022","under75 years","Female","Stroke",14,9.626955,"NHS Highland"
"6903",2017,"S08000022","under75 years","Female","Subarachnoid Haemorrhage",7,4.813478,"NHS Highland"
"6904",2017,"S08000022","75plus years","All","Cerebrovascular Disease",200,635.9907,"NHS Highland"
"6905",2017,"S08000022","75plus years","All","Stroke",114,362.5147,"NHS Highland"
"6906",2017,"S08000022","75plus years","All","Subarachnoid Haemorrhage",5,15.89977,"NHS Highland"
"6907",2017,"S08000022","75plus years","Male","Cerebrovascular Disease",66,500.455,"NHS Highland"
"6908",2017,"S08000022","75plus years","Male","Stroke",36,272.9754,"NHS Highland"
"6909",2017,"S08000022","75plus years","Male","Subarachnoid Haemorrhage",2,15.1653,"NHS Highland"
"6910",2017,"S08000022","75plus years","Female","Cerebrovascular Disease",134,733.8847,"NHS Highland"
"6911",2017,"S08000022","75plus years","Female","Stroke",78,427.1866,"NHS Highland"
"6912",2017,"S08000022","75plus years","Female","Subarachnoid Haemorrhage",3,16.43025,"NHS Highland"
"6913",2017,"S08000024","All","All","Cerebrovascular Disease",540,60.71168,"NHS Lothian"
"6914",2017,"S08000024","All","All","Stroke",287,32.26713,"NHS Lothian"
"6915",2017,"S08000024","All","All","Subarachnoid Haemorrhage",21,2.36101,"NHS Lothian"
"6916",2017,"S08000024","All","Male","Cerebrovascular Disease",232,53.64013,"NHS Lothian"
"6917",2017,"S08000024","All","Male","Stroke",121,27.9761,"NHS Lothian"
"6918",2017,"S08000024","All","Male","Subarachnoid Haemorrhage",7,1.618452,"NHS Lothian"
"6919",2017,"S08000024","All","Female","Cerebrovascular Disease",308,67.40521,"NHS Lothian"
"6920",2017,"S08000024","All","Female","Stroke",166,36.32878,"NHS Lothian"
"6921",2017,"S08000024","All","Female","Subarachnoid Haemorrhage",14,3.063873,"NHS Lothian"
"6922",2017,"S08000024","0-44 years","All","Cerebrovascular Disease",5,0.962786,"NHS Lothian"
"6923",2017,"S08000024","0-44 years","All","Stroke",0,0,"NHS Lothian"
"6924",2017,"S08000024","0-44 years","All","Subarachnoid Haemorrhage",4,0.770229,"NHS Lothian"
"6925",2017,"S08000024","0-44 years","Male","Cerebrovascular Disease",3,1.163648,"NHS Lothian"
"6926",2017,"S08000024","0-44 years","Male","Stroke",0,0,"NHS Lothian"
"6927",2017,"S08000024","0-44 years","Male","Subarachnoid Haemorrhage",2,0.775765,"NHS Lothian"
"6928",2017,"S08000024","0-44 years","Female","Cerebrovascular Disease",2,0.764772,"NHS Lothian"
"6929",2017,"S08000024","0-44 years","Female","Stroke",0,0,"NHS Lothian"
"6930",2017,"S08000024","0-44 years","Female","Subarachnoid Haemorrhage",2,0.764772,"NHS Lothian"
"6931",2017,"S08000024","45-64 years","All","Cerebrovascular Disease",41,18.11786,"NHS Lothian"
"6932",2017,"S08000024","45-64 years","All","Stroke",22,9.72178,"NHS Lothian"
"6933",2017,"S08000024","45-64 years","All","Subarachnoid Haemorrhage",8,3.535193,"NHS Lothian"
"6934",2017,"S08000024","45-64 years","Male","Cerebrovascular Disease",22,19.8002,"NHS Lothian"
"6935",2017,"S08000024","45-64 years","Male","Stroke",16,14.40014,"NHS Lothian"
"6936",2017,"S08000024","45-64 years","Male","Subarachnoid Haemorrhage",2,1.800018,"NHS Lothian"
"6937",2017,"S08000024","45-64 years","Female","Cerebrovascular Disease",19,16.49506,"NHS Lothian"
"6938",2017,"S08000024","45-64 years","Female","Stroke",6,5.208966,"NHS Lothian"
"6939",2017,"S08000024","45-64 years","Female","Subarachnoid Haemorrhage",6,5.208966,"NHS Lothian"
"6940",2017,"S08000024","65-74 years","All","Cerebrovascular Disease",54,67.63696,"NHS Lothian"
"6941",2017,"S08000024","65-74 years","All","Stroke",35,43.83877,"NHS Lothian"
"6942",2017,"S08000024","65-74 years","All","Subarachnoid Haemorrhage",2,2.505073,"NHS Lothian"
"6943",2017,"S08000024","65-74 years","Male","Cerebrovascular Disease",36,95.50338,"NHS Lothian"
"6944",2017,"S08000024","65-74 years","Male","Stroke",26,68.97467,"NHS Lothian"
"6945",2017,"S08000024","65-74 years","Male","Subarachnoid Haemorrhage",1,2.652872,"NHS Lothian"
"6946",2017,"S08000024","65-74 years","Female","Cerebrovascular Disease",18,42.71172,"NHS Lothian"
"6947",2017,"S08000024","65-74 years","Female","Stroke",9,21.35586,"NHS Lothian"
"6948",2017,"S08000024","65-74 years","Female","Subarachnoid Haemorrhage",1,2.372873,"NHS Lothian"
"6949",2017,"S08000024","under75 years","All","Cerebrovascular Disease",100,12.11446,"NHS Lothian"
"6950",2017,"S08000024","under75 years","All","Stroke",57,6.905241,"NHS Lothian"
"6951",2017,"S08000024","under75 years","All","Subarachnoid Haemorrhage",14,1.696024,"NHS Lothian"
"6952",2017,"S08000024","under75 years","Male","Cerebrovascular Disease",61,15.00191,"NHS Lothian"
"6953",2017,"S08000024","under75 years","Male","Stroke",42,10.32918,"NHS Lothian"
"6954",2017,"S08000024","under75 years","Male","Subarachnoid Haemorrhage",5,1.229664,"NHS Lothian"
"6955",2017,"S08000024","under75 years","Female","Cerebrovascular Disease",39,9.31132,"NHS Lothian"
"6956",2017,"S08000024","under75 years","Female","Stroke",15,3.581277,"NHS Lothian"
"6957",2017,"S08000024","under75 years","Female","Subarachnoid Haemorrhage",9,2.148766,"NHS Lothian"
"6958",2017,"S08000024","75plus years","All","Cerebrovascular Disease",440,687.6074,"NHS Lothian"
"6959",2017,"S08000024","75plus years","All","Stroke",230,359.4312,"NHS Lothian"
"6960",2017,"S08000024","75plus years","All","Subarachnoid Haemorrhage",7,10.93921,"NHS Lothian"
"6961",2017,"S08000024","75plus years","Male","Cerebrovascular Disease",171,660.3081,"NHS Lothian"
"6962",2017,"S08000024","75plus years","Male","Stroke",79,305.0546,"NHS Lothian"
"6963",2017,"S08000024","75plus years","Male","Subarachnoid Haemorrhage",2,7.722902,"NHS Lothian"
"6964",2017,"S08000024","75plus years","Female","Cerebrovascular Disease",269,706.1665,"NHS Lothian"
"6965",2017,"S08000024","75plus years","Female","Stroke",151,396.3983,"NHS Lothian"
"6966",2017,"S08000024","75plus years","Female","Subarachnoid Haemorrhage",5,13.12577,"NHS Lothian"
"6967",2017,"S08000025","All","All","Cerebrovascular Disease",23,104.5455,"NHS Orkney"
"6968",2017,"S08000025","All","All","Stroke",12,54.54545,"NHS Orkney"
"6969",2017,"S08000025","All","All","Subarachnoid Haemorrhage",2,9.090909,"NHS Orkney"
"6970",2017,"S08000025","All","Male","Cerebrovascular Disease",11,100.5025,"NHS Orkney"
"6971",2017,"S08000025","All","Male","Stroke",6,54.81955,"NHS Orkney"
"6972",2017,"S08000025","All","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6973",2017,"S08000025","All","Female","Cerebrovascular Disease",12,108.5482,"NHS Orkney"
"6974",2017,"S08000025","All","Female","Stroke",6,54.27408,"NHS Orkney"
"6975",2017,"S08000025","All","Female","Subarachnoid Haemorrhage",2,18.09136,"NHS Orkney"
"6976",2017,"S08000025","0-44 years","All","Cerebrovascular Disease",0,0,"NHS Orkney"
"6977",2017,"S08000025","0-44 years","All","Stroke",0,0,"NHS Orkney"
"6978",2017,"S08000025","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6979",2017,"S08000025","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Orkney"
"6980",2017,"S08000025","0-44 years","Male","Stroke",0,0,"NHS Orkney"
"6981",2017,"S08000025","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6982",2017,"S08000025","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Orkney"
"6983",2017,"S08000025","0-44 years","Female","Stroke",0,0,"NHS Orkney"
"6984",2017,"S08000025","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6985",2017,"S08000025","45-64 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"6986",2017,"S08000025","45-64 years","All","Stroke",NA,NA,"NHS Orkney"
"6987",2017,"S08000025","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"6988",2017,"S08000025","45-64 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"6989",2017,"S08000025","45-64 years","Male","Stroke",NA,NA,"NHS Orkney"
"6990",2017,"S08000025","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6991",2017,"S08000025","45-64 years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"6992",2017,"S08000025","45-64 years","Female","Stroke",0,0,"NHS Orkney"
"6993",2017,"S08000025","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"6994",2017,"S08000025","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"6995",2017,"S08000025","65-74 years","All","Stroke",NA,NA,"NHS Orkney"
"6996",2017,"S08000025","65-74 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"6997",2017,"S08000025","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"6998",2017,"S08000025","65-74 years","Male","Stroke",NA,NA,"NHS Orkney"
"6999",2017,"S08000025","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"7000",2017,"S08000025","65-74 years","Female","Cerebrovascular Disease",0,0,"NHS Orkney"
"7001",2017,"S08000025","65-74 years","Female","Stroke",0,0,"NHS Orkney"
"7002",2017,"S08000025","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"7003",2017,"S08000025","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7004",2017,"S08000025","under75 years","All","Stroke",NA,NA,"NHS Orkney"
"7005",2017,"S08000025","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"7006",2017,"S08000025","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7007",2017,"S08000025","under75 years","Male","Stroke",NA,NA,"NHS Orkney"
"7008",2017,"S08000025","under75 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"7009",2017,"S08000025","under75 years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7010",2017,"S08000025","under75 years","Female","Stroke",0,0,"NHS Orkney"
"7011",2017,"S08000025","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"7012",2017,"S08000025","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7013",2017,"S08000025","75plus years","All","Stroke",NA,NA,"NHS Orkney"
"7014",2017,"S08000025","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"7015",2017,"S08000025","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7016",2017,"S08000025","75plus years","Male","Stroke",NA,NA,"NHS Orkney"
"7017",2017,"S08000025","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"7018",2017,"S08000025","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"7019",2017,"S08000025","75plus years","Female","Stroke",NA,NA,"NHS Orkney"
"7020",2017,"S08000025","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Orkney"
"7021",2017,"S08000026","All","All","Cerebrovascular Disease",15,64.99133,"NHS Shetland"
"7022",2017,"S08000026","All","All","Stroke",8,34.66205,"NHS Shetland"
"7023",2017,"S08000026","All","All","Subarachnoid Haemorrhage",1,4.332756,"NHS Shetland"
"7024",2017,"S08000026","All","Male","Cerebrovascular Disease",4,34.09769,"NHS Shetland"
"7025",2017,"S08000026","All","Male","Stroke",3,25.57327,"NHS Shetland"
"7026",2017,"S08000026","All","Male","Subarachnoid Haemorrhage",1,8.524422,"NHS Shetland"
"7027",2017,"S08000026","All","Female","Cerebrovascular Disease",11,96.92484,"NHS Shetland"
"7028",2017,"S08000026","All","Female","Stroke",5,44.05675,"NHS Shetland"
"7029",2017,"S08000026","All","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7030",2017,"S08000026","0-44 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7031",2017,"S08000026","0-44 years","All","Stroke",0,0,"NHS Shetland"
"7032",2017,"S08000026","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"7033",2017,"S08000026","0-44 years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7034",2017,"S08000026","0-44 years","Male","Stroke",0,0,"NHS Shetland"
"7035",2017,"S08000026","0-44 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"7036",2017,"S08000026","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Shetland"
"7037",2017,"S08000026","0-44 years","Female","Stroke",0,0,"NHS Shetland"
"7038",2017,"S08000026","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7039",2017,"S08000026","45-64 years","All","Cerebrovascular Disease",0,0,"NHS Shetland"
"7040",2017,"S08000026","45-64 years","All","Stroke",0,0,"NHS Shetland"
"7041",2017,"S08000026","45-64 years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7042",2017,"S08000026","45-64 years","Male","Cerebrovascular Disease",0,0,"NHS Shetland"
"7043",2017,"S08000026","45-64 years","Male","Stroke",0,0,"NHS Shetland"
"7044",2017,"S08000026","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7045",2017,"S08000026","45-64 years","Female","Cerebrovascular Disease",0,0,"NHS Shetland"
"7046",2017,"S08000026","45-64 years","Female","Stroke",0,0,"NHS Shetland"
"7047",2017,"S08000026","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7048",2017,"S08000026","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7049",2017,"S08000026","65-74 years","All","Stroke",NA,NA,"NHS Shetland"
"7050",2017,"S08000026","65-74 years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7051",2017,"S08000026","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7052",2017,"S08000026","65-74 years","Male","Stroke",NA,NA,"NHS Shetland"
"7053",2017,"S08000026","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7054",2017,"S08000026","65-74 years","Female","Cerebrovascular Disease",0,0,"NHS Shetland"
"7055",2017,"S08000026","65-74 years","Female","Stroke",0,0,"NHS Shetland"
"7056",2017,"S08000026","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7057",2017,"S08000026","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7058",2017,"S08000026","under75 years","All","Stroke",NA,NA,"NHS Shetland"
"7059",2017,"S08000026","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"7060",2017,"S08000026","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7061",2017,"S08000026","under75 years","Male","Stroke",NA,NA,"NHS Shetland"
